"","Price","Days_on_Market","Number_of_Bedrooms","Number_of_Bathrooms","Building_Type","Rental_Size","Pet_Friendliness"
"2033",1900,221,2,1,"Apartment",800,"No"
"2036",2200,221,1,1,"Townhouse",499,"Limited"
"2040",1300,221,0,1,"Basement",430,"No"
"2043",2500,221,0,1,"House",620,"No"
"2044",1200,221,1,1,"Basement",500,"No"
"2045",2000,221,1,1,"Apartment",600,"No"
"2046",1600,221,1,1,"Condo",800,"Yes"
"2047",1950,221,1,1,"Basement",475,"No"
"2049",1800,221,1,1,"Basement",1000,"Limited"
"2050",2390,221,2,1,"Apartment",900,"Yes"
"2051",1850,221,1,1,"Apartment",660,"No"
"2058",3485,221,3,2,"Apartment",1,"Yes"
"2060",1650,221,0,1,"Apartment",500,"Limited"
"2061",1700,221,0,1,"Apartment",400,"No"
"2062",1950,221,2,1,"Basement",800,"No"
"2069",2287,211,1,1,"Apartment",555,"Yes"
"2070",2500,241,2,1,"Apartment",1,"Limited"
"2072",2819,221,2,1,"Apartment",904,"Yes"
"2073",1900,210,1,1,"Basement",750,"No"
"2074",2285,210,1,1,"Apartment",625,"Yes"
"2076",1700,221,1,1,"Basement",400,"No"
"2077",1900,221,1,1,"Apartment",520,"Yes"
"2079",1900,221,2,1,"Apartment",650,"No"
"2080",1560,221,1,1,"Basement",550,"Limited"
"2082",2200,221,2,1,"Basement",1000,"No"
"2084",1400,221,1,1,"Apartment",750,"Limited"
"2095",3000,221,2,1,"Condo",700,"No"
"2100",2100,221,0,1,"Apartment",550,"No"
"2101",2400,221,1,1,"Condo",547,"No"
"2102",2450,221,1,1,"Apartment",670,"Yes"
"2105",2100,221,2,1,"Apartment",700,"Yes"
"2107",2819,221,2,1,"Apartment",904,"Yes"
"2108",2479,221,1,1,"Apartment",629,"Yes"
"2109",2225,221,1,1,"Apartment",820,"Yes"
"2110",2285,221,1,1,"Apartment",616,"Limited"
"2111",2925,221,2,1,"Apartment",830,"Yes"
"2112",2826,221,2,1,"Apartment",850,"Limited"
"2114",3100,221,2,2,"Apartment",800,"No"
"2116",2279,229,1,1,"Apartment",706,"Yes"
"2120",2500,241,2,1,"Apartment",1,"Limited"
"2121",1300,222,0,1,"Basement",350,"No"
"2123",2100,222,0,1,"Condo",499,"Limited"
"2125",2200,222,1,1,"Apartment",850,"No"
"2126",2625,222,1,1,"Apartment",602,"Yes"
"2127",2600,222,2,1,"Apartment",1500,"No"
"2128",2390,222,2,1,"Apartment",800,"Limited"
"2129",2200,222,2,1,"Basement",1200,"No"
"2130",2590,222,2,1,"Apartment",1000,"Limited"
"2133",2000,222,2,1,"Apartment",750,"No"
"2139",1800,222,1,1,"Condo",650,"Yes"
"2142",2800,222,3,1,"Apartment",1200,"No"
"2146",1800,222,2,1,"Basement",1200,"No"
"2150",2195,222,1,1,"Apartment",500,"No"
"2151",1795,222,1,1,"Apartment",1,"No"
"2152",3100,222,3,1,"Apartment",700,"Yes"
"2153",2300,222,1,1,"Condo",520,"Yes"
"2154",2100,222,0,1,"Condo",500,"Yes"
"2162",2819,228,1,1,"Apartment",689,"Yes"
"2163",2800,217,3,1,"Basement",1265,"Yes"
"2164",2279,229,1,1,"Apartment",706,"Yes"
"2166",2678,210,2,1,"Apartment",994,"No"
"2167",1400,222,1,1,"Basement",450,"No"
"2170",2200,222,1,1,"Apartment",612,"Yes"
"2171",1800,222,1,1,"Basement",900,"No"
"2172",2748,222,2,1,"Apartment",844,"Yes"
"2173",2050,222,1,1,"Apartment",514,"Yes"
"2174",2325,222,1,1,"Apartment",715,"Yes"
"2175",2895,222,2,1,"Apartment",1173,"Yes"
"2181",1875,222,1,1,"Basement",800,"Yes"
"2183",1500,222,1,1,"Basement",450,"No"
"2184",1300,222,1,1,"Basement",650,"No"
"2185",825,222,2,1,"Apartment",130,"No"
"2186",2200,222,1,1,"Basement",500,"No"
"2188",2500,222,2,1,"Apartment",1100,"Limited"
"2189",1625,222,2,2,"Apartment",1000,"Limited"
"2190",3150,222,3,1,"House",1200,"Limited"
"2192",600,222,3,1.5,"Apartment",1100,"No"
"2194",2200,222,2,1,"Basement",750,"No"
"2195",2015,222,0,1,"Apartment",400,"Yes"
"2196",2510,222,1,1,"Apartment",815,"Yes"
"2197",2410,222,1,1,"Apartment",650,"Yes"
"2198",2940,222,2,1,"Apartment",1055,"Yes"
"2199",2655,222,2,1,"Apartment",1030,"Yes"
"2201",2379,222,1,1,"Apartment",606,"Yes"
"2202",2369,222,1,1,"Apartment",573,"Yes"
"2203",2499,222,2,1,"Apartment",626,"Yes"
"2204",2400,222,2,1,"Apartment",833,"Yes"
"2206",2200,222,1,1,"Apartment",618,"Yes"
"2209",1999,211,0,1,"Apartment",500,"No"
"2210",2297,211,1,1,"Apartment",758,"No"
"2211",2519,218,1,1,"Apartment",665,"Limited"
"2213",2929,222,2,1,"Apartment",875,"Limited"
"2214",2995,222,2,1,"Apartment",1196,"Limited"
"2215",2310,222,1,1,"Apartment",788,"Yes"
"2218",2250,223,1,1,"Apartment",499,"Limited"
"2219",2600,223,2,1,"Basement",1000,"No"
"2220",1950,223,0,1,"Condo",357,"No"
"2221",1575,223,1,1,"Apartment",600,"No"
"2222",3199,223,2,2,"Condo",703,"Yes"
"2223",2220,223,1,1,"Apartment",590,"Yes"
"2224",2355,223,1,1,"Apartment",775,"Yes"
"2225",2370,223,1,1,"Apartment",760,"Yes"
"2226",2640,223,2,1,"Apartment",955,"Yes"
"2227",2550,223,2,1,"Apartment",902,"Yes"
"2228",1200,223,1,1.5,"Apartment",1000,"No"
"2230",1700,223,2,1,"Basement",600,"No"
"2231",2275,223,1,1,"Apartment",713,"Yes"
"2232",2515,223,2,1,"Apartment",870,"Yes"
"2233",2200,223,1,1,"Apartment",620,"Yes"
"2234",2350,223,1,1,"Apartment",620,"Yes"
"2235",1500,223,1,1,"Basement",700,"No"
"2236",1950,223,1,1,"Apartment",650,"Limited"
"2238",1700,223,1,1,"Basement",1000,"No"
"2239",2550,223,1,1,"Apartment",950,"No"
"2243",1500,223,1,1,"Apartment",400,"Limited"
"2246",1525,223,0,1,"Apartment",680,"Limited"
"2248",1900,223,2,1,"Basement",1200,"No"
"2253",2295,210,1,1,"Apartment",680,"Yes"
"2255",1805,210,0,1,"Apartment",390,"Limited"
"2256",3145,231,2,2,"Apartment",1049,"Yes"
"2257",2299,219,1,1,"Apartment",490,"Yes"
"2258",2519,210,1,1,"Apartment",738,"No"
"2262",2100,223,2,1,"Apartment",800,"No"
"2264",3900,223,3,2,"Apartment",1200,"Limited"
"2266",3260,223,4,1.5,"Apartment",900,"No"
"2267",1800,223,1,1,"Townhouse",600,"No"
"2268",1450,223,1,1,"Apartment",500,"No"
"2271",2000,223,1,1,"Apartment",500,"No"
"2272",1399,223,1,1,"Apartment",1200,"Limited"
"2274",500,223,1,1,"Apartment",890,"No"
"2275",1850,223,1,1,"Basement",500,"No"
"2276",2100,223,1,1,"Condo",600,"Yes"
"2277",1700,223,1,1,"Basement",600,"No"
"2280",2300,223,1,1,"Apartment",715,"Limited"
"2283",600,223,1,1,"Apartment",300,"No"
"2285",2000,223,1,1,"Apartment",700,"Yes"
"2291",1350,223,3,1,"House",250,"No"
"2295",2900,223,2,2,"Condo",700,"No"
"2296",2200,223,0,1,"Condo",400,"Limited"
"2297",1950,223,1,1,"Apartment",750,"Limited"
"2298",2000,223,2,1,"Apartment",600,"No"
"2301",2500,241,2,1,"Apartment",1,"Limited"
"2302",2929,222,2,1,"Apartment",875,"Limited"
"2304",2000,217,0,1,"Apartment",460,"Yes"
"2306",2200,223,2,1,"Apartment",750,"Limited"
"2307",2150,223,2,1,"Basement",1200,"No"
"2308",2000,223,1,1,"Basement",750,"No"
"2309",1550,223,1,1,"Apartment",700,"Yes"
"2311",2650,223,2,1,"Apartment",917,"Limited"
"2313",2175,223,1,1,"Apartment",650,"Yes"
"2314",2195,223,1,1,"Apartment",775,"Yes"
"2315",2350,223,1,1,"Apartment",690,"Limited"
"2316",3250,223,3,1,"Apartment",1285,"Yes"
"2317",1895,223,1,1,"Apartment",500,"Yes"
"2318",2150,223,1,1,"Apartment",587,"Yes"
"2319",1700,223,0,1,"Apartment",293,"Yes"
"2323",1650,224,0,1,"Apartment",600,"No"
"2326",2675,224,2,1,"Apartment",815,"Yes"
"2328",1600,224,1,1,"Apartment",750,"No"
"2330",1999,224,1,1.5,"Apartment",600,"No"
"2332",2099,224,1,1.5,"Apartment",600,"No"
"2333",949,224,0,1,"Apartment",250,"No"
"2334",2699,224,2,1,"Apartment",865,"Yes"
"2335",2100,224,1,1,"Apartment",800,"Yes"
"2337",1800,224,0,1,"Basement",400,"Yes"
"2339",2800,224,2,1,"Condo",660,"Limited"
"2340",1950,224,1,1,"Apartment",501,"Yes"
"2345",2287,211,1,1,"Apartment",555,"Yes"
"2346",2299,219,1,1,"Apartment",490,"Yes"
"2349",2279,210,1,1,"Apartment",629,"Yes"
"2350",2195,218,1,1,"Apartment",504,"Yes"
"2351",2300,224,1,1,"Apartment",630,"No"
"2352",2200,224,1,1,"Apartment",500,"Limited"
"2353",2295,224,1,1,"Apartment",500,"Limited"
"2354",1850,224,1,1,"Basement",700,"No"
"2355",2280,224,1,1,"Apartment",899,"Yes"
"2356",1850,224,1,1,"Basement",700,"No"
"2357",1460,224,1,1,"Basement",800,"No"
"2359",2200,224,0,1,"Condo",500,"Yes"
"2363",2700,224,1,1,"Apartment",600,"No"
"2367",1829,224,0,1,"Apartment",600,"Yes"
"2368",1850,224,1,1,"Basement",450,"Limited"
"2369",2699,224,2,1,"Apartment",756,"Yes"
"2370",2100,224,2,1,"Basement",500,"Limited"
"2372",2145,224,1,1.5,"Apartment",570,"Limited"
"2373",1650,224,0,1,"Apartment",230,"Yes"
"2374",2850,224,2,1.5,"Apartment",1100,"Yes"
"2376",2699,224,2,1,"Apartment",986,"Yes"
"2377",2699,224,1,1,"Apartment",986,"Yes"
"2378",2880,224,2,1,"Apartment",967,"Yes"
"2379",2400,224,2,1,"Apartment",755,"Yes"
"2380",1950,224,1,1,"Apartment",669,"Yes"
"2388",2500,224,1,1,"Apartment",600,"No"
"2391",2297,211,1,1,"Apartment",758,"No"
"2393",2400,222,2,1,"Apartment",833,"Yes"
"2394",2929,222,2,1,"Apartment",875,"Limited"
"2395",2925,221,2,1,"Apartment",830,"Yes"
"2397",1000,224,1,1,"Basement",600,"No"
"2398",2125,224,1,1,"Apartment",650,"Yes"
"2400",1450,224,0,1,"Basement",600,"No"
"2401",2100,224,2,1,"Duplex/Triplex",650,"No"
"2402",2550,224,2,1,"Apartment",600,"Yes"
"2403",825,224,2,1,"Apartment",130,"No"
"2404",800,224,2,1,"Basement",100,"No"
"2406",2300,224,2,1,"Basement",800,"Yes"
"2407",2850,224,2,1,"Apartment",750,"Yes"
"2411",1200,224,1,1,"Apartment",800,"Yes"
"2412",2300,224,1,1,"Apartment",800,"Limited"
"2414",2333,224,0,1,"Apartment",936,"Limited"
"2416",1800,224,1,1,"Apartment",584,"No"
"2417",1750,224,1,1,"Apartment",443,"Yes"
"2418",2489,224,1,1,"Apartment",629,"Limited"
"2422",3295,224,1,1,"Apartment",747,"Yes"
"2430",2200,225,1,1,"Apartment",557,"Yes"
"2432",2049,225,1,1,"Apartment",499,"Limited"
"2433",1650,225,0,1,"Apartment",236,"Yes"
"2439",3209,229,2,1,"Apartment",912,"Yes"
"2441",2300,218,1,1,"Apartment",680,"Yes"
"2443",1625,225,0,1,"Apartment",236,"Yes"
"2444",2950,225,3,1.5,"Apartment",532,"Limited"
"2445",2345,225,1,1,"Apartment",520,"Yes"
"2447",1750,225,2,1,"Duplex/Triplex",750,"No"
"2449",1475,225,1,1,"Apartment",1234,"Yes"
"2450",2300,225,1,1,"Apartment",800,"No"
"2454",2295,225,1,1,"Apartment",550,"Limited"
"2458",1500,225,1,1,"Condo",500,"Limited"
"2459",2300,225,1,1,"Basement",500,"No"
"2462",2500,225,1,1,"Condo",500,"Yes"
"2465",1995,225,0,1,"Apartment",301,"Yes"
"2468",1850,225,1,1,"Apartment",600,"Yes"
"2470",2400,225,2,2,"Apartment",972,"No"
"2471",2250,225,2,1.5,"Apartment",958,"No"
"2472",1900,225,1,1,"Apartment",717,"No"
"2473",3500,225,4,2,"House",3300,"Yes"
"2474",1950,225,0,1,"Apartment",400,"No"
"2479",1570,225,1,1,"House",1400,"No"
"2481",3789,225,2,2,"Apartment",890,"Yes"
"2485",2300,218,1,1,"Apartment",680,"Yes"
"2487",1900,210,1,1,"Basement",750,"No"
"2492",2700,225,3,1,"Basement",800,"No"
"2495",1500,225,0,1,"Basement",400,"No"
"2497",2100,225,1,1,"House",650,"No"
"2498",2200,225,1,1,"Condo",499,"Yes"
"2501",1400,225,1,1,"Apartment",500,"Limited"
"2506",2429,225,1,1,"Apartment",742,"Limited"
"2508",2425,225,1,1,"Apartment",513,"Yes"
"2510",2000,225,3,1,"Apartment",9999,"No"
"2514",3100,226,3,2,"Apartment",900,"No"
"2515",2400,226,2,1,"Apartment",850,"No"
"2516",1600,226,0,1,"Basement",600,"Limited"
"2517",3000,226,2,1,"Apartment",850,"Limited"
"2523",3400,226,2,2,"Apartment",1074,"No"
"2526",2500,226,2,1,"Apartment",1098,"Yes"
"2527",2345,226,1,1,"Condo",650,"Yes"
"2528",1950,226,1,1,"Basement",500,"No"
"2529",2195,218,1,1,"Apartment",504,"Yes"
"2530",1900,210,1,1,"Basement",750,"No"
"2531",2429,225,1,1,"Apartment",742,"Limited"
"2532",3347,211,2,1,"Apartment",900,"Yes"
"2534",2285,210,1,1,"Apartment",625,"Yes"
"2536",2600,226,1,1,"Apartment",800,"Limited"
"2541",2236,226,1,1,"Apartment",602,"Yes"
"2542",2500,226,2,1,"Apartment",750,"Limited"
"2545",1750,226,1,1,"Basement",499,"Limited"
"2548",2000,226,2,1,"House",1300,"No"
"2549",2000,226,2,1,"House",1300,"No"
"2550",2999,226,2,1,"Basement",1000,"No"
"2551",2200,226,1,1,"Apartment",605,"Limited"
"2552",2049,226,1,1,"Apartment",627,"Yes"
"2553",2850,226,2,2,"Apartment",700,"No"
"2555",1845,226,1,1,"Apartment",450,"Limited"
"2556",2400,226,1,1,"Condo",560,"Yes"
"2557",2200,226,1,1,"Condo",560,"Yes"
"2559",2200,226,0,1,"Condo",500,"No"
"2560",1200,226,1,1,"Basement",600,"No"
"2561",1800,226,1,1,"Basement",900,"No"
"2566",1849,226,1,1,"Apartment",575,"Yes"
"2569",2995,226,2,2,"Condo",710,"No"
"2570",2995,226,2,2,"Condo",710,"No"
"2571",2100,226,1,1,"Condo",521,"No"
"2572",1500,226,3,2,"Condo",950,"No"
"2578",2000,210,0,1,"Apartment",445,"Yes"
"2579",2287,211,1,1,"Apartment",555,"Yes"
"2581",2500,226,1,1,"Condo",680,"Limited"
"2589",1750,227,1,1,"Basement",2,"Yes"
"2590",1500,227,1,1,"Basement",850,"Limited"
"2597",2000,227,1,1,"Apartment",700,"Limited"
"2599",2680,227,2,1,"Apartment",937,"Yes"
"2601",2350,227,1,1,"Apartment",600,"Limited"
"2607",1380,227,1,1,"Basement",550,"No"
"2608",1800,227,2,1,"Basement",40,"No"
"2609",3200,227,2,2,"Apartment",780,"Limited"
"2610",1975,227,1,1,"Apartment",750,"Limited"
"2612",1975,227,1,1,"Apartment",750,"Limited"
"2614",1900,227,1,1,"House",750,"No"
"2615",2884,227,2,1,"Apartment",1059,"Yes"
"2616",2305,227,1,1,"Apartment",791,"Yes"
"2618",2325,227,1,1,"Apartment",620,"Yes"
"2621",1895,210,1,1,"Apartment",470,"Limited"
"2624",3461,210,3,1.5,"Apartment",1282,"No"
"2625",2899,220,2,1,"Apartment",950,"Yes"
"2631",1400,227,0,1,"Apartment",700,"No"
"2632",2400,227,1,1,"Apartment",750,"Yes"
"2633",2000,227,2,1,"Basement",1800,"Limited"
"2634",1675,227,1,1,"Basement",650,"No"
"2635",1850,227,1,1,"Apartment",600,"Yes"
"2638",2000,227,1,1,"Basement",600,"No"
"2644",2250,227,0,1,"Apartment",400,"No"
"2646",2300,227,1,1,"Apartment",799,"No"
"2648",1950,227,1,1,"Apartment",650,"No"
"2650",1850,227,2,1,"Apartment",900,"Yes"
"2653",3300,228,2,1,"Apartment",1000,"No"
"2654",2490,228,2,1,"Apartment",800,"No"
"2655",1300,228,1,1,"Apartment",500,"No"
"2660",1600,228,0,1,"Basement",400,"No"
"2661",1499,228,1,1,"Basement",800,"No"
"2662",3000,228,2,1,"Apartment",750,"No"
"2663",1800,228,1,1,"Basement",650,"Limited"
"2665",2150,228,1,1,"Condo",550,"Limited"
"2666",1019,228,1,1,"Apartment",650,"Yes"
"2667",2647,211,1,1,"Apartment",758,"Yes"
"2670",2899,220,2,1,"Apartment",950,"Yes"
"2675",2580,228,2,2,"Apartment",1000,"No"
"2676",1975,228,1,1,"Apartment",409,"Yes"
"2677",2650,228,2,1,"Apartment",550,"No"
"2678",1300,228,0,1,"Apartment",250,"No"
"2679",2000,228,2,2,"Basement",1000,"No"
"2682",2250,228,1,1,"Apartment",621,"Yes"
"2687",3200,228,1,1,"Apartment",1100,"No"
"2688",2300,228,1,1,"Basement",500,"No"
"2690",3800,228,3,1,"Apartment",2000,"Limited"
"2691",900,228,1,1,"Apartment",80,"No"
"2695",2980,228,2,1,"Apartment",1200,"No"
"2696",1500,228,1,1,"Basement",750,"Yes"
"2697",2450,228,1,1,"House",800,"Limited"
"2698",1370,228,2,1,"Apartment",900,"Yes"
"2699",850,228,1,1,"Basement",750,"No"
"2700",3525,228,1,1,"Apartment",573,"Yes"
"2701",2875,228,3,2,"Apartment",1100,"No"
"2704",1200,228,1,1,"Apartment",500,"Yes"
"2707",3099,228,3,1.5,"Apartment",1000,"No"
"2710",2075,228,0,1,"Apartment",396,"Yes"
"2711",2325,228,1,1,"Apartment",690,"Yes"
"2712",2075,228,0,1,"Apartment",407,"Yes"
"2714",2899,220,2,1,"Apartment",950,"Yes"
"2716",2925,221,2,1,"Apartment",830,"Yes"
"2717",2090,210,0,1,"Apartment",325,"Yes"
"2719",2000,228,0,1,"Apartment",371,"Yes"
"2720",2819,228,1,1,"Apartment",689,"Yes"
"2723",1949,229,0,1,"Apartment",375,"Yes"
"2725",3209,229,2,1,"Apartment",912,"Yes"
"2726",1999,229,0,1,"Apartment",350,"Yes"
"2727",2709,229,2,1,"Apartment",920,"Yes"
"2728",2379,229,1,1,"Apartment",620,"Yes"
"2729",2279,229,1,1,"Apartment",706,"Yes"
"2730",3029,229,3,1,"Apartment",920,"Yes"
"2731",2869,229,2,1,"Apartment",900,"Yes"
"2732",2299,229,1,1,"Apartment",600,"Yes"
"2735",2250,229,1,1,"Condo",469,"No"
"2738",1400,229,1,1,"Basement",800,"No"
"2741",1800,229,2,1,"Basement",550,"No"
"2743",1650,229,1,1,"Apartment",600,"No"
"2746",2150,229,1,1,"Condo",700,"Yes"
"2748",2075,229,0,1,"Basement",600,"No"
"2749",1000,229,1,1,"Basement",350,"No"
"2750",975,229,1,1,"Basement",350,"No"
"2751",1900,229,0,1,"Apartment",350,"Yes"
"2758",1650,229,1,1,"Basement",600,"No"
"2761",1900,210,1,1,"Basement",750,"No"
"2762",3475,235,2,1,"Apartment",760,"Yes"
"2764",2800,217,3,1,"Basement",1265,"Yes"
"2768",1400,229,1,1,"Basement",900,"No"
"2770",1900,229,1,1,"Condo",1000,"No"
"2772",1550,229,1,1,"Basement",800,"No"
"2773",1800,229,1,1,"Apartment",500,"No"
"2775",1905,229,0,1,"Apartment",12,"Yes"
"2776",1650,229,1,1,"Apartment",600,"No"
"2777",1650,229,1,1,"Apartment",600,"No"
"2778",1650,229,1,1,"Basement",350,"No"
"2779",2450,229,1,1,"Apartment",850,"Yes"
"2781",2210,229,1,1,"Apartment",706,"Yes"
"2782",2745,229,2,1,"Apartment",940,"Yes"
"2783",2400,229,2,1,"Apartment",581,"Yes"
"2784",2925,229,2,1,"Apartment",794,"Yes"
"2788",2259,229,1,1,"Apartment",628,"Yes"
"2789",2050,229,1,1,"Apartment",546,"Yes"
"2790",2500,229,1,1,"Condo",1,"Yes"
"2791",2900,230,2,2,"Apartment",1000,"Yes"
"2792",2450,230,2,1,"Apartment",800,"No"
"2795",2679,230,1,1,"Apartment",748,"Yes"
"2796",2885,230,2,2,"Condo",685,"Yes"
"2797",3000,230,2,2,"Condo",685,"Yes"
"2798",2700,230,2,2,"Condo",799,"Yes"
"2799",2500,230,1,1,"Condo",599,"Yes"
"2800",2800,230,2,2,"Condo",685,"Yes"
"2801",2750,230,2,2,"Condo",685,"Yes"
"2802",2750,230,2,2,"Condo",700,"Yes"
"2803",2725,230,2,2,"Condo",685,"Yes"
"2804",2690,230,2,2,"Condo",685,"Yes"
"2805",2899,220,2,1,"Apartment",950,"Yes"
"2807",2300,218,1,1,"Apartment",680,"Yes"
"2808",3461,210,3,1.5,"Apartment",1282,"No"
"2809",2809,219,2,1,"Apartment",795,"Yes"
"2810",2519,210,1,1,"Apartment",738,"No"
"2812",3000,230,2,2,"Condo",699,"Yes"
"2813",2950,230,2,2,"Condo",799,"Yes"
"2815",2450,230,1,1,"Condo",499,"Yes"
"2816",3100,230,2,2,"Condo",899,"Yes"
"2817",2750,230,2,1,"Condo",699,"Yes"
"2818",2800,230,2,1,"Condo",799,"Yes"
"2820",1900,230,1,1,"Condo",500,"No"
"2821",1800,230,1,1,"Basement",500,"Yes"
"2825",2295,230,1,1,"Apartment",530,"Limited"
"2826",2995,230,2,1,"Apartment",750,"No"
"2830",1550,230,0,1,"Apartment",500,"No"
"2831",1800,230,1,1,"Apartment",550,"No"
"2833",795,230,0,1,"Basement",140,"No"
"2834",2100,230,2,1,"Apartment",800,"No"
"2836",2075,230,0,1,"Apartment",354,"Yes"
"2842",2259,230,1,1,"Apartment",636,"Yes"
"2845",2269,230,1,1,"Apartment",466,"Limited"
"2846",2350,230,2,1,"Apartment",985,"Yes"
"2848",1700,230,0,1,"Apartment",900,"Limited"
"2849",2550,230,2,1,"Apartment",821,"Yes"
"2850",2325,230,1,1,"Apartment",573,"Yes"
"2855",2679,230,1,1,"Apartment",748,"Yes"
"2856",2500,241,2,1,"Apartment",1,"Limited"
"2857",3000,230,2,1,"Apartment",673,"Yes"
"2858",1975,230,1,1,"Apartment",850,"Yes"
"2859",2375,230,2,1,"Apartment",985,"Yes"
"2866",1400,230,1,1,"Apartment",600,"No"
"2867",2745,230,2,2,"Apartment",662,"No"
"2869",1580,230,1,1,"Basement",560,"No"
"2871",2050,230,2,1,"Basement",764,"No"
"2872",2100,230,1,1,"Apartment",600,"No"
"2873",2100,230,2,1,"Basement",650,"No"
"2875",1000,230,1,1,"Apartment",639,"No"
"2879",1795,230,2,1,"Apartment",730,"No"
"2880",2900,230,2,2,"Apartment",1000,"Yes"
"2883",3500,230,2,2,"Apartment",970,"Yes"
"2885",2890,230,2,1,"Apartment",1095,"Yes"
"2887",2200,231,2,1,"Apartment",1200,"No"
"2889",2750,231,2,1,"Apartment",800,"Limited"
"2891",2200,231,1,1,"Condo",499,"Yes"
"2892",2350,231,1,1,"Condo",599,"Yes"
"2893",2400,231,1,1,"Condo",550,"Yes"
"2895",2095,231,1,1,"Condo",499,"Yes"
"2898",1805,210,0,1,"Apartment",390,"Limited"
"2903",2799,231,3,1,"Apartment",950,"Limited"
"2904",2100,231,2,1,"Basement",750,"No"
"2908",1800,231,1,2,"Apartment",450,"No"
"2909",2095,231,1,1,"Apartment",489,"No"
"2910",2400,231,1,1,"Apartment",600,"No"
"2913",2100,231,0,1,"Condo",440,"No"
"2918",2350,231,1,1,"Apartment",600,"No"
"2919",2150,231,1,1,"Apartment",434,"Yes"
"2921",2050,231,1,1,"Apartment",383,"Yes"
"2924",950,231,4,1,"House",140,"No"
"2925",1850,231,1,1,"Duplex/Triplex",350,"Limited"
"2927",2100,231,2,1,"Basement",1000,"No"
"2928",1570,231,2,1,"Apartment",552,"Yes"
"2929",1550,231,1,1,"Basement",1200,"No"
"2931",2300,231,2,2,"Apartment",1200,"No"
"2933",2200,231,1,1,"Basement",700,"Yes"
"2934",2150,231,1,1,"Apartment",700,"Limited"
"2937",2195,218,1,1,"Apartment",504,"Yes"
"2938",2925,221,2,1,"Apartment",830,"Yes"
"2939",2678,210,2,1,"Apartment",994,"No"
"2940",2819,221,2,1,"Apartment",904,"Yes"
"2941",2500,241,2,1,"Apartment",1,"Limited"
"2946",1895,231,1,1,"Basement",750,"Yes"
"2947",2099,231,1,1,"Apartment",607,"Yes"
"2948",2825,231,1,1,"Apartment",626,"Yes"
"2953",2349,231,1,1,"Apartment",697,"Limited"
"2954",2647,231,1,1,"Apartment",758,"Yes"
"2955",2504,231,1,1,"Apartment",745,"Yes"
"2956",3145,231,2,2,"Apartment",1049,"Yes"
"2958",2131,231,0,1,"Apartment",454,"Yes"
"2959",2460,231,1,1,"Apartment",498,"Yes"
"2960",1800,231,1,1,"Apartment",1800,"No"
"2962",3200,231,2,2,"Apartment",690,"No"
"2964",3015,232,2,2,"Condo",722,"Yes"
"2965",3600,232,4,3,"Townhouse",1800,"Limited"
"2966",2200,232,2,1,"Apartment",1000,"No"
"2968",2900,232,2,2,"Apartment",950,"Yes"
"2969",1550,232,1,1,"Basement",550,"Limited"
"2970",3000,232,3,2,"Condo",1000,"No"
"2972",3100,232,2,2,"Condo",780,"Limited"
"2973",2450,232,2,1,"Apartment",893,"Yes"
"2976",2550,232,2,1,"Apartment",758,"Yes"
"2977",2995,232,2,1,"Apartment",450,"Yes"
"2979",2145,232,1,1,"Apartment",680,"No"
"2983",2229,210,1,1,"Apartment",640,"Yes"
"2984",2069,210,0,1,"Apartment",411,"Yes"
"2985",3070,220,2,1,"Apartment",861,"Yes"
"2987",3145,231,2,2,"Apartment",1049,"Yes"
"2989",3100,232,1,1,"Apartment",684,"Limited"
"2991",2850,232,2,1,"Apartment",900,"Limited"
"2993",3995,232,2,2,"Apartment",922,"Limited"
"2994",2150,232,2,1,"House",670,"Limited"
"2995",3440,232,1,1,"Apartment",693,"Limited"
"2997",1859,232,0,1,"Apartment",375,"Yes"
"2998",1350,232,0,1,"Apartment",400,"No"
"3006",3350,232,2,1,"Condo",759,"Yes"
"3009",1800,232,2,1,"Basement",680,"Yes"
"3011",1500,232,2,1,"Apartment",760,"No"
"3012",1125,232,0,1,"Apartment",500,"Yes"
"3017",2195,232,1,1,"Apartment",640,"Yes"
"3018",1925,232,2,1,"Apartment",900,"Yes"
"3019",2395,232,3,1,"Apartment",1100,"Yes"
"3021",2150,232,1,1,"Apartment",700,"Yes"
"3024",2800,232,3,1.5,"Apartment",1200,"Yes"
"3025",2450,232,2,1,"Apartment",985,"Yes"
"3027",2250,232,2,1.5,"Apartment",985,"Yes"
"3028",2400,232,2,1,"Apartment",985,"Yes"
"3029",2800,217,3,1,"Basement",1265,"Yes"
"3030",1900,210,1,1,"Basement",750,"No"
"3032",2090,210,0,1,"Apartment",325,"Yes"
"3033",2429,225,1,1,"Apartment",742,"Limited"
"3034",2049,219,1,1,"Apartment",468,"Yes"
"3035",1975,232,1,1,"Apartment",850,"Yes"
"3036",2350,232,2,1,"Apartment",985,"Yes"
"3044",3250,233,2,2,"Apartment",900,"No"
"3045",1850,233,1,1,"Basement",750,"Limited"
"3046",2190,233,1,1,"Apartment",450,"No"
"3048",1400,233,1,1,"Condo",700,"No"
"3049",2395,233,1,1,"Apartment",615,"Limited"
"3053",2000,233,1,1,"Apartment",650,"Limited"
"3055",3150,233,2,1,"Apartment",1300,"Limited"
"3056",1875,233,1,1,"Apartment",1,"No"
"3057",2350,233,1,1,"House",850,"Yes"
"3060",2400,233,1,1.5,"Apartment",330,"Limited"
"3061",1399,233,1,1,"Apartment",300,"No"
